origintime,wndir,wvht,wvdp
2008-01-08 02:00:00,284,2.55,12.12
2008-01-08 03:00:00,252,2.64,12.12
2008-01-08 04:00:00,264,2.81,12.9
2008-01-08 05:00:00,216,3.04,11.43
2008-01-08 06:00:00,192,2.99,12.9
2008-01-08 07:00:00,204,3.04,12.9
2008-01-08 08:00:00,212,2.81,12.12
2008-01-08 09:00:00,204,2.6,12.9
2008-01-08 10:00:00,206,2.4,12.12
2008-01-08 11:00:00,206,2.32,12.12
2008-01-08 12:00:00,193,2.42,13.79
2008-01-08 13:00:00,197,2.33,12.12
2008-01-08 14:00:00,184,2.15,12.12
2008-01-08 15:00:00,168,2.13,12.12
2008-01-08 16:00:00,171,2.06,12.12
2008-01-08 17:00:00,174,2.22,12.12
2008-01-08 18:00:00,178,2.4,12.9
2008-01-08 19:00:00,173,2.35,11.43
2008-01-08 20:00:00,185,2.91,12.12
2008-01-08 21:00:00,178,3.42,5.88
2008-01-08 22:00:00,189,3.58,6.67
2008-01-08 23:00:00,198,3.44,7.14
2008-01-09 00:00:00,255,3.65,6.67
2008-01-09 01:00:00,287,3.29,7.14
2008-01-09 02:00:00,297,3.19,6.67
2008-01-09 03:00:00,298,2.92,11.43
2008-01-09 04:00:00,308,2.93,7.14
2008-01-09 05:00:00,314,2.61,7.14
2008-01-09 06:00:00,299,2.64,12.9
2008-01-09 07:00:00,285,2.4,12.9
2008-01-09 08:00:00,297,2.31,11.43
2008-01-09 09:00:00,321,2.23,12.9
2008-01-09 10:00:00,338,2.21,10.81
2008-01-09 11:00:00,344,2.27,12.12
2008-01-09 12:00:00,359,2.44,10.0
2008-01-09 13:00:00,9,2.39,10.81
2008-01-09 14:00:00,6,2.49,10.81
2008-01-09 15:00:00,323,2.34,10.81
2008-01-09 16:00:00,348,2.51,11.43
2008-01-09 17:00:00,111,2.52,10.0
2008-01-09 18:00:00,123,2.55,11.43
2008-01-09 19:00:00,43,2.78,21.05
2008-01-09 20:00:00,98,2.79,21.05
2008-01-09 21:00:00,13,2.87,21.05
2008-01-09 22:00:00,21,3.3,19.05
2008-01-09 23:00:00,255,3.06,19.05
2008-01-10 00:00:00,82,2.83,19.05
2008-01-10 01:00:00,66,3.19,19.05
2008-01-10 02:00:00,100,3.54,19.05
2008-01-10 03:00:00,90,3.45,19.05
2008-01-10 04:00:00,100,3.41,17.39
2008-01-10 05:00:00,108,3.4,17.39
2008-01-10 06:00:00,120,3.6,17.39
2008-01-10 07:00:00,109,3.61,16.0
2008-01-10 08:00:00,136,3.41,17.39
2008-01-10 09:00:00,104,3.76,17.39
2008-01-10 10:00:00,97,3.59,16.0
2008-01-10 12:00:00,126,3.19,17.39
2008-01-10 13:00:00,118,3.0,14.81
2008-01-10 14:00:00,155,2.95,16.0
2008-01-10 15:00:00,169,2.71,16.0
2008-01-10 16:00:00,163,2.64,16.0
2008-01-10 17:00:00,162,2.56,14.81
2008-01-10 19:00:00,138,2.44,14.81
2008-01-10 20:00:00,146,2.53,14.81
2008-01-10 21:00:00,148,2.43,14.81
2008-01-10 22:00:00,142,2.4,12.9
2008-01-10 23:00:00,128,2.53,14.81
2008-01-11 00:00:00,118,2.39,14.81
2008-01-11 01:00:00,103,2.33,14.81
2008-01-11 02:00:00,107,2.16,13.79
2008-01-11 03:00:00,109,2.2,14.81
2008-01-11 04:00:00,102,2.38,12.9
2008-01-11 05:00:00,105,2.25,11.43
2008-01-11 06:00:00,106,2.21,13.79
2008-01-11 07:00:00,93,2.28,12.12
2008-01-11 08:00:00,93,2.44,11.43
2008-01-11 09:00:00,97,2.32,13.79
2008-01-11 10:00:00,100,2.16,12.9
2008-01-11 11:00:00,95,2.24,14.81
2008-01-11 12:00:00,104,2.13,11.43
2008-01-11 13:00:00,91,2.05,11.43
2008-01-11 14:00:00,81,2.17,11.43
2008-01-11 15:00:00,101,2.01,12.9
2008-01-11 17:00:00,38,1.85,13.79
2008-01-11 18:00:00,93,1.83,21.05
2008-01-11 19:00:00,88,1.88,21.05
2008-01-11 21:00:00,85,2.04,19.05
2008-01-11 22:00:00,21,2.07,19.05
2008-01-11 23:00:00,21,2.18,19.05
2008-01-12 00:00:00,74,2.33,19.05
2008-01-12 01:00:00,35,2.57,19.05
2008-01-12 02:00:00,20,2.61,19.05
2008-01-12 03:00:00,344,2.76,19.05
2008-01-12 04:00:00,8,2.85,19.05
2008-01-12 05:00:00,77,3.17,17.39
2008-01-12 06:00:00,63,2.91,17.39
2008-01-12 07:00:00,57,3.53,19.05
2008-01-12 08:00:00,68,3.63,17.39
2008-01-12 09:00:00,92,3.63,19.05
2008-01-12 10:00:00,92,3.61,17.39
2008-01-12 11:00:00,82,3.5,17.39
2008-01-12 12:00:00,86,3.8,16.0
2008-01-12 13:00:00,88,3.56,17.39
2008-01-12 14:00:00,84,3.67,17.39
2008-01-12 15:00:00,91,3.36,17.39
2008-01-12 16:00:00,93,3.43,16.0
2008-01-12 17:00:00,92,3.38,16.0
2008-01-12 18:00:00,95,3.49,17.39
2008-01-12 19:00:00,85,3.14,16.0
2008-01-12 20:00:00,64,3.04,16.0
2008-01-12 21:00:00,104,3.08,16.0
2008-01-12 22:00:00,331,3.04,16.0
2008-01-12 23:00:00,349,2.68,16.0
2008-01-13 00:00:00,335,2.78,13.79
2008-01-13 01:00:00,331,2.69,16.0
2008-01-13 02:00:00,353,2.95,16.0
2008-01-13 03:00:00,355,2.79,16.0
2008-01-13 04:00:00,10,2.52,16.0
2008-01-13 05:00:00,3,2.64,16.0
2008-01-13 06:00:00,10,2.73,16.0
2008-01-13 07:00:00,319,2.33,12.9
2008-01-13 08:00:00,348,2.28,16.0
2008-01-13 09:00:00,357,2.66,14.81
2008-01-13 10:00:00,360,2.46,13.79
2008-01-13 11:00:00,331,2.93,16.0
2008-01-13 12:00:00,347,2.99,16.0
2008-01-13 13:00:00,33,3.41,16.0
2008-01-13 14:00:00,91,3.25,14.81
2008-01-13 15:00:00,90,3.03,14.81
2008-01-13 17:00:00,87,2.98,14.81
2008-01-13 18:00:00,82,3.35,14.81
2008-01-13 19:00:00,46,3.45,14.81
2008-01-13 20:00:00,358,3.2,14.81
2008-01-13 21:00:00,356,2.82,13.79
2008-01-13 22:00:00,332,3.31,16.0
2008-01-13 23:00:00,322,3.07,14.81
2008-01-14 00:00:00,339,3.01,16.0
2008-01-14 01:00:00,345,3.09,14.81
2008-01-14 02:00:00,334,2.86,14.81
2008-01-14 03:00:00,348,2.78,14.81
2008-01-14 04:00:00,350,3.01,14.81
2008-01-14 05:00:00,356,2.6,13.79
2008-01-14 06:00:00,344,2.53,14.81
2008-01-14 07:00:00,354,2.36,13.79
2008-01-14 08:00:00,343,2.47,13.79
2008-01-14 09:00:00,356,2.36,12.9
2008-01-14 10:00:00,346,2.52,13.79
2008-01-14 11:00:00,78,2.48,12.9
2008-01-14 12:00:00,102,2.28,12.9
2008-01-14 13:00:00,66,2.34,12.9
2008-01-14 14:00:00,331,2.03,12.12
2008-01-14 15:00:00,344,2.09,12.12
2008-01-14 16:00:00,94,2.33,12.9
2008-01-14 17:00:00,98,2.08,11.43
2008-01-14 18:00:00,80,2.08,12.12
2008-01-14 19:00:00,39,2.12,12.12
2008-01-14 20:00:00,334,1.79,11.43
2008-01-14 21:00:00,297,1.82,12.12
2008-01-14 22:00:00,289,1.7,10.81
2008-01-14 23:00:00,321,1.58,11.43
2008-01-15 00:00:00,32,1.56,12.12
2008-01-15 01:00:00,353,1.52,11.43
2008-01-15 02:00:00,336,1.6,10.81
2008-01-15 03:00:00,346,1.57,21.05
2008-01-15 04:00:00,345,1.61,21.05
2008-01-15 05:00:00,350,1.56,19.05
2008-01-15 06:00:00,334,1.53,19.05
2008-01-15 07:00:00,330,1.58,19.05
2008-01-15 08:00:00,336,1.55,19.05
2008-01-15 09:00:00,331,1.58,19.05
2008-01-15 10:00:00,341,1.67,19.05
2008-01-15 11:00:00,343,1.65,19.05
2008-01-15 12:00:00,342,1.87,19.05
2008-01-15 13:00:00,347,1.95,19.05
2008-01-15 14:00:00,4,1.93,19.05
2008-01-15 15:00:00,339,2.14,6.67
2008-01-15 16:00:00,342,2.13,19.05
2008-01-15 17:00:00,340,2.25,17.39
2008-01-15 18:00:00,347,2.34,7.14
2008-01-15 19:00:00,340,2.35,7.14
2008-01-15 20:00:00,341,2.67,8.33
2008-01-15 21:00:00,335,2.46,17.39
2008-01-15 22:00:00,338,2.59,8.33
2008-01-15 23:00:00,339,2.61,9.09
2008-01-16 00:00:00,334,2.47,10.0
2008-01-16 01:00:00,335,2.55,10.0
2008-01-16 02:00:00,342,2.78,9.09
2008-01-16 03:00:00,342,2.79,10.0
2008-01-16 04:00:00,343,2.45,10.81
2008-01-16 05:00:00,341,2.67,9.09
2008-01-16 06:00:00,335,2.57,10.81
2008-01-16 07:00:00,341,2.71,10.81
2008-01-16 09:00:00,12,2.8,11.43
2008-01-16 10:00:00,71,3.04,11.43
2008-01-16 11:00:00,160,3.1,10.81
2008-01-16 12:00:00,318,2.94,11.43
2008-01-16 13:00:00,264,2.82,11.43
2008-01-16 14:00:00,314,2.76,11.43
2008-01-16 15:00:00,325,3.06,10.81
2008-01-16 16:00:00,167,2.52,11.43
2008-01-16 17:00:00,179,2.92,11.43
2008-01-16 18:00:00,120,2.86,10.0
2008-01-16 19:00:00,183,2.83,12.12
2008-01-16 20:00:00,215,2.71,12.12
2008-01-16 21:00:00,243,2.96,12.12
2008-01-16 22:00:00,219,2.82,11.43
2008-01-16 23:00:00,258,2.74,11.43
2008-01-17 00:00:00,341,2.97,10.0
2008-01-17 01:00:00,278,2.81,10.0
2008-01-17 02:00:00,316,2.68,10.81
2008-01-17 03:00:00,50,2.9,11.43
2008-01-17 04:00:00,106,2.68,12.9
2008-01-17 05:00:00,74,2.64,10.81
2008-01-17 06:00:00,79,2.49,12.12
2008-01-17 07:00:00,81,2.66,10.81
2008-01-17 08:00:00,105,2.5,11.43
2008-01-17 09:00:00,98,2.44,12.9
2008-01-17 10:00:00,82,2.27,11.43
2008-01-17 11:00:00,84,2.23,12.12
2008-01-17 12:00:00,66,2.27,11.43
2008-01-17 13:00:00,142,2.17,11.43
2008-01-17 14:00:00,129,2.16,12.12
2008-01-17 15:00:00,90,2.03,11.43
2008-01-17 16:00:00,122,2.03,10.81
2008-01-17 17:00:00,112,2.01,10.81
2008-01-17 18:00:00,102,1.79,10.81
2008-01-17 19:00:00,178,1.74,10.81
2008-01-17 20:00:00,330,1.73,10.0
2008-01-17 21:00:00,299,1.68,10.81
2008-01-17 22:00:00,307,1.82,10.0
2008-01-17 23:00:00,299,1.68,10.0
2008-01-18 00:00:00,307,1.7,10.0
2008-01-18 01:00:00,313,1.52,11.43
2008-01-18 02:00:00,321,1.62,11.43
2008-01-18 03:00:00,331,1.49,10.81
2008-01-18 04:00:00,310,1.44,11.43
2008-01-18 05:00:00,320,1.48,11.43
2008-01-18 06:00:00,13,1.52,11.43
2008-01-18 07:00:00,55,1.62,16.0
2008-01-18 08:00:00,41,1.77,14.81
2008-01-18 09:00:00,101,1.7,16.0
2008-01-18 10:00:00,112,1.77,16.0
2008-01-18 11:00:00,104,1.77,13.79
2008-01-18 12:00:00,102,1.92,14.81
2008-01-18 13:00:00,161,2.15,14.81
2008-01-18 14:00:00,103,2.1,14.81
2008-01-18 15:00:00,110,2.13,14.81
2008-01-18 16:00:00,75,1.94,13.79
2008-01-18 17:00:00,80,1.91,13.79
2008-01-18 18:00:00,74,1.98,14.81
2008-01-18 19:00:00,85,1.95,14.81
2008-01-18 20:00:00,96,1.77,14.81
2008-01-18 21:00:00,102,1.82,14.81
2008-01-18 22:00:00,85,1.7,13.79
2008-01-18 23:00:00,22,1.7,13.79
2008-01-19 00:00:00,343,1.66,14.81
2008-01-19 01:00:00,338,1.83,14.81
2008-01-19 02:00:00,350,1.75,14.81
2008-01-19 03:00:00,351,1.75,13.79
2008-01-19 04:00:00,353,1.62,14.81
2008-01-19 05:00:00,354,1.63,12.9
2008-01-19 07:00:00,11,1.72,14.81
2008-01-19 08:00:00,347,1.76,14.81
2008-01-19 09:00:00,330,1.68,13.79
2008-01-19 10:00:00,27,1.63,13.79
2008-01-19 11:00:00,96,1.57,13.79
2008-01-19 12:00:00,75,1.73,13.79
2008-01-19 13:00:00,84,1.73,14.81
2008-01-19 14:00:00,92,1.66,13.79
2008-01-19 15:00:00,91,1.57,13.79
2008-01-19 16:00:00,88,1.51,13.79
2008-01-19 17:00:00,112,1.55,12.9
2008-01-19 18:00:00,97,1.48,13.79
2008-01-19 19:00:00,100,1.4,13.79
2008-01-19 20:00:00,88,1.46,13.79
2008-01-19 21:00:00,96,1.5,13.79
2008-01-19 22:00:00,95,1.31,12.9
2008-01-19 23:00:00,296,1.36,12.9
2008-01-20 00:00:00,295,1.34,13.79
2008-01-20 01:00:00,324,1.27,12.9
2008-01-20 02:00:00,309,1.47,12.9
2008-01-20 03:00:00,325,1.56,12.9
2008-01-20 04:00:00,336,1.59,17.39
2008-01-20 05:00:00,333,1.54,17.39
2008-01-20 06:00:00,320,1.46,17.39
2008-01-20 07:00:00,305,1.49,17.39
2008-01-20 08:00:00,291,1.51,16.0
2008-01-20 09:00:00,287,1.55,16.0
2008-01-20 10:00:00,322,1.65,16.0
2008-01-20 11:00:00,327,1.66,16.0
2008-01-20 12:00:00,325,1.69,16.0
2008-01-20 14:00:00,323,2.07,14.81
2008-01-20 15:00:00,326,2.15,16.0
2008-01-20 16:00:00,321,2.25,16.0
2008-01-20 17:00:00,324,2.35,16.0
2008-01-20 18:00:00,328,2.33,16.0
2008-01-20 19:00:00,326,2.42,14.81
2008-01-20 20:00:00,319,2.34,16.0
2008-01-20 21:00:00,318,2.2,16.0
2008-01-20 22:00:00,314,2.27,14.81
2008-01-20 23:00:00,316,2.09,16.0
2008-01-21 00:00:00,320,2.13,14.81
2008-01-21 01:00:00,318,2.15,14.81
2008-01-21 02:00:00,321,1.98,16.0
2008-01-21 03:00:00,321,2.1,14.81
2008-01-21 04:00:00,328,2.25,14.81
2008-01-21 05:00:00,327,2.2,14.81
2008-01-21 06:00:00,325,2.08,14.81
2008-01-21 07:00:00,321,1.94,14.81
2008-01-21 08:00:00,307,1.87,14.81
2008-01-21 09:00:00,294,2.11,14.81
2008-01-21 10:00:00,315,1.94,14.81
2008-01-21 11:00:00,300,1.96,14.81
2008-01-21 12:00:00,310,1.97,14.81
2008-01-21 13:00:00,322,1.85,13.79
2008-01-21 14:00:00,299,1.91,14.81
2008-01-21 15:00:00,283,1.9,12.9
2008-01-21 16:00:00,285,1.94,13.79
2008-01-21 17:00:00,273,1.84,14.81
2008-01-21 18:00:00,324,1.64,14.81
2008-01-21 19:00:00,11,1.82,11.43
2008-01-21 20:00:00,98,1.63,13.79
2008-01-21 21:00:00,142,1.51,12.9
2008-01-21 22:00:00,215,1.62,13.79
2008-01-21 23:00:00,180,1.55,13.79
2008-01-22 00:00:00,155,1.52,10.81
2008-01-22 01:00:00,156,1.57,12.9
2008-01-22 02:00:00,181,1.44,13.79
2008-01-22 03:00:00,99,1.42,13.79
2008-01-22 04:00:00,137,1.53,14.81
2008-01-22 05:00:00,122,1.37,10.81
2008-01-22 06:00:00,123,1.36,13.79
2008-01-22 07:00:00,125,1.45,13.79
2008-01-22 08:00:00,112,1.39,13.79
2008-01-22 09:00:00,99,1.46,10.0
2008-01-22 10:00:00,97,1.38,10.0
2008-01-22 11:00:00,98,1.34,12.12
2008-01-22 12:00:00,98,1.33,9.09
2008-01-22 13:00:00,78,1.4,12.9
2008-01-22 14:00:00,75,1.41,12.12
2008-01-22 15:00:00,75,1.35,14.81
2008-01-22 16:00:00,76,1.47,10.81
2008-01-22 17:00:00,77,1.55,10.81
2008-01-22 18:00:00,81,1.49,9.09
2008-01-22 19:00:00,76,1.46,10.0
2008-01-22 20:00:00,80,1.64,9.09
2008-01-22 21:00:00,77,1.6,10.0
2008-01-22 22:00:00,78,1.71,10.0
2008-01-22 23:00:00,87,1.57,10.0
2008-01-23 00:00:00,77,1.51,10.0
2008-01-23 01:00:00,81,1.46,10.0
2008-01-23 02:00:00,72,1.43,13.79
2008-01-23 03:00:00,76,1.34,13.79
2008-01-23 04:00:00,84,1.33,13.79
2008-01-23 05:00:00,77,1.39,13.79
2008-01-23 06:00:00,91,1.35,13.79
2008-01-23 07:00:00,96,1.38,13.79
2008-01-23 08:00:00,90,1.3,13.79
2008-01-23 09:00:00,92,1.23,13.79
2008-01-23 10:00:00,96,1.15,13.79
2008-01-23 11:00:00,91,1.16,12.9
2008-01-23 12:00:00,91,1.16,13.79
2008-01-23 13:00:00,88,1.24,16.0
2008-01-23 14:00:00,77,1.36,16.0
2008-01-23 15:00:00,85,1.29,16.0
2008-01-23 16:00:00,83,1.21,12.9
2008-01-23 17:00:00,84,1.26,16.0
2008-01-23 18:00:00,91,1.26,16.0
2008-01-23 19:00:00,97,1.17,16.0
2008-01-23 20:00:00,99,1.16,16.0
2008-01-23 21:00:00,91,1.24,16.0
2008-01-23 22:00:00,101,1.24,16.0
2008-01-23 23:00:00,82,1.19,16.0
2008-01-24 00:00:00,81,1.19,16.0
2008-01-24 01:00:00,82,1.13,16.0
2008-01-24 02:00:00,82,1.24,14.81
2008-01-24 03:00:00,86,1.32,14.81
2008-01-24 04:00:00,98,1.36,14.81
2008-01-24 05:00:00,96,1.32,14.81
2008-01-24 06:00:00,107,1.37,14.81
2008-01-24 07:00:00,122,1.5,14.81
2008-01-24 08:00:00,125,1.41,19.05
2008-01-24 09:00:00,152,1.36,19.05
2008-01-24 10:00:00,188,1.36,19.05
2008-01-24 11:00:00,153,1.35,13.79
2008-01-24 12:00:00,111,1.5,13.79
2008-01-24 13:00:00,169,1.36,17.39
2008-01-24 14:00:00,209,1.47,19.05
2008-01-24 15:00:00,198,1.43,17.39
2008-01-24 16:00:00,184,1.65,17.39
2008-01-24 17:00:00,163,2.01,17.39
2008-01-24 18:00:00,146,1.96,17.39
2008-01-24 19:00:00,138,1.9,16.0
2008-01-24 20:00:00,155,1.9,17.39
2008-01-24 21:00:00,166,1.96,16.0
2008-01-24 22:00:00,148,2.26,16.0
2008-01-24 23:00:00,140,1.85,16.0
2008-01-25 00:00:00,141,1.73,16.0
2008-01-25 01:00:00,133,1.82,16.0
2008-01-25 02:00:00,132,1.66,16.0
2008-01-25 03:00:00,151,2.04,14.81
2008-01-25 04:00:00,150,2.06,16.0
2008-01-25 05:00:00,151,2.09,14.81
2008-01-25 06:00:00,146,2.08,14.81
2008-01-25 07:00:00,141,2.14,14.81
2008-01-25 08:00:00,137,2.15,14.81
2008-01-25 09:00:00,123,2.07,14.81
2008-01-25 10:00:00,114,2.37,14.81
2008-01-25 11:00:00,114,2.4,14.81
2008-01-25 12:00:00,115,2.36,14.81
2008-01-25 13:00:00,120,2.39,7.69
2008-01-25 14:00:00,119,2.67,7.69
2008-01-25 15:00:00,126,2.7,8.33
2008-01-25 16:00:00,136,3.32,8.33
2008-01-25 17:00:00,135,3.27,8.33
2008-01-25 18:00:00,163,4.31,9.09
2008-01-25 19:00:00,110,3.49,9.09
2008-01-25 20:00:00,159,3.7,10.0
2008-01-25 21:00:00,171,3.85,10.0
2008-01-25 22:00:00,168,3.83,10.0
2008-01-25 23:00:00,157,3.44,10.0
2008-01-26 00:00:00,171,3.77,10.0
2008-01-26 01:00:00,168,3.69,10.81
2008-01-26 03:00:00,170,4.2,10.81
2008-01-26 04:00:00,174,4.1,10.81
2008-01-26 05:00:00,164,4.45,10.0
2008-01-26 07:00:00,164,5.0,10.81
2008-01-26 08:00:00,165,5.23,10.81
2008-01-26 09:00:00,167,5.25,10.81
2008-01-26 11:00:00,159,5.47,10.81
2008-01-26 12:00:00,161,5.36,10.81
2008-01-26 13:00:00,157,4.94,10.0
2008-01-26 14:00:00,152,4.35,10.81
2008-01-26 15:00:00,159,4.33,10.81
2008-01-26 16:00:00,153,4.0,11.43
2008-01-26 17:00:00,149,3.77,10.81
2008-01-26 18:00:00,159,3.97,10.81
2008-01-26 19:00:00,156,3.72,11.43
2008-01-26 20:00:00,156,3.65,10.0
2008-01-26 21:00:00,153,3.85,10.0
2008-01-26 22:00:00,151,3.4,10.81
2008-01-26 23:00:00,137,3.31,10.81
2008-01-27 00:00:00,103,3.34,10.0
2008-01-27 01:00:00,91,3.08,10.0
2008-01-27 02:00:00,120,3.2,10.0
2008-01-27 03:00:00,125,3.27,10.81
2008-01-27 04:00:00,104,3.11,10.0
2008-01-27 05:00:00,107,3.29,10.81
2008-01-27 06:00:00,110,3.23,10.81
2008-01-27 07:00:00,82,3.17,11.43
2008-01-27 08:00:00,72,3.19,10.81
2008-01-27 09:00:00,78,2.82,10.81
2008-01-27 10:00:00,101,3.2,10.81
2008-01-27 11:00:00,163,3.51,10.0
2008-01-27 12:00:00,175,3.59,10.0
2008-01-27 13:00:00,180,3.94,9.09
2008-01-27 14:00:00,184,4.04,10.0
2008-01-27 15:00:00,182,4.03,10.81
2008-01-27 16:00:00,173,4.08,10.81
2008-01-27 17:00:00,163,3.79,10.0
2008-01-27 18:00:00,166,3.43,10.81
2008-01-27 19:00:00,167,3.12,10.81
2008-01-27 20:00:00,155,3.25,10.0
2008-01-27 21:00:00,169,3.19,10.0
2008-01-27 22:00:00,182,3.11,10.0
2008-01-27 23:00:00,193,2.99,10.81
2008-01-28 00:00:00,198,2.7,10.0
2008-01-28 01:00:00,196,2.7,9.09
2008-01-28 02:00:00,226,2.69,10.0
2008-01-28 03:00:00,270,2.68,9.09
2008-01-28 04:00:00,317,2.81,10.0
2008-01-28 05:00:00,317,2.8,9.09
2008-01-28 06:00:00,320,3.12,9.09
2008-01-28 07:00:00,308,3.72,7.69
2008-01-28 08:00:00,302,3.87,10.0
2008-01-28 09:00:00,301,3.38,10.0
2008-01-28 10:00:00,318,3.23,9.09
2008-01-28 11:00:00,301,3.01,9.09
2008-01-28 12:00:00,307,2.93,9.09
2008-01-28 13:00:00,301,2.91,10.0
2008-01-28 14:00:00,298,2.87,9.09
2008-01-28 15:00:00,313,2.81,10.0
2008-01-28 16:00:00,320,2.89,10.0
2008-01-28 17:00:00,326,2.95,10.0
2008-01-28 18:00:00,339,2.9,10.0
2008-01-28 19:00:00,351,2.85,9.09
2008-01-28 20:00:00,317,2.98,10.0
2008-01-28 21:00:00,314,3.03,10.0
2008-01-28 22:00:00,308,3.05,9.09
2008-01-28 23:00:00,316,2.96,11.43
2008-01-29 00:00:00,309,2.8,9.09
2008-01-29 01:00:00,322,2.54,10.81
2008-01-29 02:00:00,330,2.71,12.12
2008-01-29 03:00:00,337,2.85,12.12
2008-01-29 04:00:00,335,2.55,12.12
2008-01-29 05:00:00,338,2.59,9.09
2008-01-29 06:00:00,325,2.41,12.9
2008-01-29 07:00:00,329,2.48,12.9
2008-01-29 08:00:00,328,2.48,12.9
2008-01-29 09:00:00,315,2.58,11.43
2008-01-29 10:00:00,302,2.44,12.9
2008-01-29 11:00:00,314,2.58,13.79
2008-01-29 13:00:00,305,2.54,10.81
2008-01-29 14:00:00,282,2.44,13.79
2008-01-29 15:00:00,295,2.4,12.12
2008-01-29 16:00:00,267,2.35,12.12
2008-01-29 17:00:00,252,2.23,8.33
2008-01-29 18:00:00,258,2.24,13.79
2008-01-29 19:00:00,237,2.18,12.9
2008-01-29 20:00:00,250,2.09,12.12
2008-01-29 21:00:00,233,2.1,13.79
2008-01-29 22:00:00,235,2.03,13.79
2008-01-29 23:00:00,246,2.11,12.9
2008-01-30 00:00:00,308,2.11,12.9
2008-01-30 01:00:00,315,2.02,12.12
2008-01-30 02:00:00,319,2.1,12.12
2008-01-30 03:00:00,328,2.23,12.9
2008-01-30 04:00:00,329,2.28,7.14
2008-01-30 05:00:00,327,2.37,12.9
2008-01-30 06:00:00,336,2.41,12.12
2008-01-30 07:00:00,311,2.22,8.33
2008-01-30 08:00:00,306,2.27,8.33
2008-01-30 09:00:00,294,2.44,9.09
2008-01-30 10:00:00,310,2.46,9.09
2008-01-30 11:00:00,329,2.57,10.0
2008-01-30 12:00:00,356,2.42,11.43
2008-01-30 13:00:00,351,2.54,10.81
2008-01-30 14:00:00,42,2.48,11.43
2008-01-30 15:00:00,12,2.57,12.12
2008-01-30 16:00:00,340,2.39,12.12
2008-01-30 17:00:00,340,2.37,11.43
2008-01-30 18:00:00,317,2.35,12.12
2008-01-30 19:00:00,327,2.25,10.81
2008-01-30 20:00:00,330,2.22,11.43
2008-01-30 21:00:00,320,2.37,12.12
2008-01-30 22:00:00,313,2.43,11.43
2008-01-30 23:00:00,315,2.42,11.43
2008-01-31 00:00:00,335,2.58,11.43
2008-01-31 01:00:00,320,2.58,12.12
2008-01-31 02:00:00,305,2.54,11.43
2008-01-31 03:00:00,317,2.47,17.39
2008-01-31 04:00:00,313,2.64,12.9
2008-01-31 05:00:00,316,2.77,17.39
2008-01-31 06:00:00,318,2.66,14.81
2008-01-31 08:00:00,284,2.97,14.81
2008-01-31 09:00:00,251,3.04,17.39
2008-01-31 10:00:00,239,2.86,17.39
2008-01-31 11:00:00,198,3.04,16.0
2008-01-31 12:00:00,236,2.73,16.0
2008-01-31 13:00:00,230,2.65,16.0
2008-01-31 14:00:00,218,2.64,16.0
2008-01-31 15:00:00,204,2.54,16.0
2008-01-31 16:00:00,202,2.33,16.0
2008-01-31 17:00:00,193,2.59,14.81
2008-01-31 18:00:00,188,2.29,16.0
2008-01-31 19:00:00,193,2.52,16.0
2008-01-31 20:00:00,199,2.38,16.0
2008-01-31 21:00:00,212,2.46,16.0
2008-01-31 22:00:00,210,2.54,17.39
2008-01-31 23:00:00,221,2.72,16.0
2008-01-31 23:00:00,224,2.74,5.26
2009-01-01 00:00:00,338,1.41,12.9
2009-01-01 01:00:00,341,1.39,12.9
2009-01-01 02:00:00,330,1.44,12.9
2009-01-01 03:00:00,329,1.34,12.9
2009-01-01 04:00:00,335,1.46,12.12
2009-01-01 05:00:00,354,1.5,12.9
2009-01-01 06:00:00,352,1.61,12.12
2009-01-01 07:00:00,359,1.64,12.9
2009-01-01 08:00:00,57,1.68,12.12
2009-01-01 09:00:00,102,1.73,11.43
2009-01-01 10:00:00,45,1.71,12.12
2009-01-01 11:00:00,336,1.65,12.9
2009-01-01 12:00:00,22,1.68,12.9
2009-01-01 13:00:00,25,1.65,10.81
2009-01-01 14:00:00,343,1.67,11.43
2009-01-01 15:00:00,80,1.87,11.43
2009-01-01 16:00:00,107,1.88,11.43
2009-01-01 17:00:00,83,1.65,10.0
2009-01-01 18:00:00,17,1.8,11.43
2009-01-01 19:00:00,96,1.77,10.81
2009-01-01 20:00:00,101,1.74,10.0
2009-01-01 21:00:00,107,1.86,11.43
2009-01-01 22:00:00,162,1.7,10.81
2009-01-01 23:00:00,324,1.66,11.43
2009-01-02 00:00:00,311,1.68,11.43
2009-01-02 01:00:00,327,1.57,11.43
2009-01-02 02:00:00,323,1.52,11.43
2009-01-02 03:00:00,329,1.53,10.81
2009-01-02 04:00:00,341,1.59,10.81
2009-01-02 05:00:00,329,1.48,10.81
2009-01-02 06:00:00,113,1.5,10.81
2009-01-02 07:00:00,141,1.51,10.0
2009-01-02 08:00:00,136,1.41,17.39
2009-01-02 09:00:00,314,1.39,16.0
2009-01-02 10:00:00,196,1.58,16.0
2009-01-02 11:00:00,192,1.46,16.0
2009-01-02 12:00:00,196,1.4,16.0
2009-01-02 13:00:00,200,1.4,16.0
2009-01-02 14:00:00,199,1.31,16.0
2009-01-02 15:00:00,206,1.39,16.0
2009-01-02 16:00:00,211,1.49,16.0
2009-01-02 17:00:00,251,1.54,16.0
2009-01-02 18:00:00,281,1.55,16.0
2009-01-02 19:00:00,317,1.61,10.0
2009-01-02 20:00:00,331,1.61,14.81
